model,dtype,num_gpus,batch,seq_len,stage,time_ms,time_pct,TFLOPS,compute_util_pct,bytes_GB,BW_TBs,bw_util_pct
qwen3-235B-GQA,fp16,2,8,1024,TOTAL,3.5257,100.00,410.077,20.73,5.276434,1.4966,22.34
qwen3-235B-GQA,fp16,2,8,2048,proj_qkv,0.8397,5.32,1473.048,74.47,0.780141,0.9290,13.87
qwen3-235B-GQA,fp16,2,8,2048,attn,14.3012,90.67,77.633,3.92,17.750295,1.2412,18.52
qwen3-235B-GQA,fp16,2,8,2048,proj_o,0.6312,4.00,1741.868,88.06,0.469762,0.7442,11.11
qwen3-235B-GQA,fp16,2,8,2048,TOTAL,15.7722,100.00,218.531,11.05,19.000197,1.2047,17.98
qwen3-235B-GQA,fp16,2,8,4096,proj_qkv,1.6814,3.50,1471.363,74.39,1.484784,0.8831,13.18
qwen3-235B-GQA,fp16,2,8,4096,attn,45.0611,93.89,98.555,4.98,69.860327,1.5503,23.14
qwen3-235B-GQA,fp16,2,8,4096,proj_o,1.2490,2.60,1760.557,89.01,0.872415,0.6985,10.42
qwen3-235B-GQA,fp16,2,8,4096,TOTAL,47.9915,100.00,189.907,9.60,72.217526,1.5048,22.46
qwen3-235B-GQA,fp16,2,16,128,proj_qkv,0.1617,38.14,956.133,48.34,0.163578,1.0115,15.10
qwen3-235B-GQA,fp16,2,16,128,attn,0.1701,40.13,50.979,2.58,0.205521,1.2079,18.03
qwen3-235B-GQA,fp16,2,16,128,proj_o,0.0921,21.72,1492.334,75.45,0.117441,1.2752,19.03
qwen3-235B-GQA,fp16,2,16,128,TOTAL,0.4240,100.00,709.351,35.86,0.486539,1.1476,17.13
qwen3-235B-GQA,fp16,2,16,256,proj_qkv,0.2281,25.93,1355.522,68.53,0.251658,1.1031,16.46
qwen3-235B-GQA,fp16,2,16,256,attn,0.4818,54.76,72.008,3.64,0.679477,1.4102,21.05
qwen3-235B-GQA,fp16,2,16,256,proj_o,0.1699,19.31,1618.318,81.82,0.167772,0.9877,14.74
qwen3-235B-GQA,fp16,2,16,256,TOTAL,0.8798,100.00,703.344,35.56,1.098908,1.2490,18.64
qwen3-235B-GQA,fp16,2,16,512,proj_qkv,0.4372,19.13,1414.713,71.52,0.427819,0.9786,14.61
qwen3-235B-GQA,fp16,2,16,512,attn,1.5218,66.60,91.194,4.61,2.432696,1.5985,23.86
qwen3-235B-GQA,fp16,2,16,512,proj_o,0.3262,14.27,1685.590,85.22,0.268435,0.8230,12.28
qwen3-235B-GQA,fp16,2,16,512,TOTAL,2.2851,100.00,571.960,28.92,3.128951,1.3693,20.44
qwen3-235B-GQA,fp16,2,16,1024,proj_qkv,0.8413,12.15,1470.273,74.33,0.780141,0.9273,13.84
qwen3-235B-GQA,fp16,2,16,1024,attn,5.4493,78.72,101.870,5.15,9.160360,1.6810,25.09
qwen3-235B-GQA,fp16,2,16,1024,proj_o,0.6315,9.12,1741.128,88.02,0.469762,0.7439,11.10
qwen3-235B-GQA,fp16,2,16,1024,TOTAL,6.9221,100.00,417.730,21.12,10.410263,1.5039,22.45
qwen3-235B-GQA,fp16,2,16,2048,proj_qkv,1.6817,5.34,1471.078,74.37,1.484784,0.8829,13.18
qwen3-235B-GQA,fp16,2,16,2048,attn,28.5708,90.69,77.719,3.93,35.500589,1.2425,18.55
qwen3-235B-GQA,fp16,2,16,2048,proj_o,1.2500,3.97,1759.281,88.94,0.872415,0.6980,10.42
qwen3-235B-GQA,fp16,2,16,2048,TOTAL,31.5024,100.00,218.822,11.06,37.857788,1.2017,17.94
qwen3-235B-GQA,fp16,2,32,128,proj_qkv,0.2345,31.77,1318.564,66.66,0.251658,1.0731,16.02
qwen3-235B-GQA,fp16,2,32,128,attn,0.3334,45.18,52.025,2.63,0.411042,1.2327,18.40
qwen3-235B-GQA,fp16,2,32,128,proj_o,0.1701,23.05,1615.718,81.68,0.167772,0.9862,14.72
qwen3-235B-GQA,fp16,2,32,128,TOTAL,0.7381,100.00,814.878,41.20,0.830472,1.1251,16.79
qwen3-235B-GQA,fp16,2,32,256,proj_qkv,0.4395,25.97,1407.157,71.14,0.427819,0.9734,14.53
qwen3-235B-GQA,fp16,2,32,256,attn,0.9236,54.57,75.134,3.80,1.358954,1.4714,21.96
qwen3-235B-GQA,fp16,2,32,256,proj_o,0.3293,19.46,1669.563,84.41,0.268435,0.8152,12.17
qwen3-235B-GQA,fp16,2,32,256,TOTAL,1.6924,100.00,731.298,36.97,2.055209,1.2144,18.13
qwen3-235B-GQA,fp16,2,32,512,proj_qkv,0.8410,18.79,1470.883,74.36,0.780141,0.9277,13.85
qwen3-235B-GQA,fp16,2,32,512,attn,3.0008,67.05,92.497,4.68,4.865393,1.6214,24.20
qwen3-235B-GQA,fp16,2,32,512,proj_o,0.6340,14.17,1734.193,87.67,0.469762,0.7409,11.06
qwen3-235B-GQA,fp16,2,32,512,TOTAL,4.4758,100.00,584.042,29.53,6.115295,1.3663,20.39
qwen3-235B-GQA,fp16,2,32,1024,proj_qkv,1.6858,12.24,1467.481,74.19,1.484784,0.8808,13.15
qwen3-235B-GQA,fp16,2,32,1024,attn,10.8351,78.66,102.467,5.18,18.320720,1.6909,25.24
qwen3-235B-GQA,fp16,2,32,1024,proj_o,1.2530,9.10,1754.960,88.72,0.872415,0.6962,10.39
qwen3-235B-GQA,fp16,2,32,1024,TOTAL,13.7740,100.00,419.862,21.23,20.677919,1.5012,22.41
qwen3-235B-GQA,fp16,2,32,2048,proj_qkv,3.2523,5.17,1521.331,76.91,2.894070,0.8899,13.28
qwen3-235B-GQA,fp16,2,32,2048,attn,57.1166,90.86,77.753,3.93,71.001178,1.2431,18.55
qwen3-235B-GQA,fp16,2,32,2048,proj_o,2.4953,3.97,1762.508,89.11,1.677722,0.6723,10.03
qwen3-235B-GQA,fp16,2,32,2048,TOTAL,62.8643,100.00,219.311,11.09,75.572969,1.2022,17.94
